user_id,retained_d7,retained_d30,total_revenue_30d,churn_risk
U00978,1,1,0.0,low
U00979,1,1,0.0,low
U00980,1,1,50.17,low
U00981,1,1,0.0,medium
U00982,1,1,72.35,low
U00983,1,1,26.6,low
U00984,0,1,0.0,low
U00985,0,1,0.0,low
U00986,1,1,32.33,medium
U00987,0,0,0.0,low
U00988,0,1,0.0,low
U00989,1,1,9.57,low
U00990,0,0,18.44,medium
U00991,1,1,16.23,low
U00992,0,0,0.0,high
U00993,0,0,27.46,high
U00994,0,0,12.57,high
U00995,1,1,39.34,low
U00996,1,0,0.0,low
U00997,1,1,9.84,low
U00998,1,0,0.0,low
U00999,1,1,0.0,medium
U01000,1,1,12.8,low
U01001,1,0,10.34,medium
U01002,1,1,11.19,low
U01003,1,0,29.27,low
U01004,0,0,0.0,medium
U01005,0,0,16.21,low
U01006,1,1,20.35,low
U01007,1,1,0.0,low
U01008,0,0,22.67,high
U01009,1,1,0.0,low
U01010,0,0,5.0,high
U01011,1,1,18.29,low
U01012,1,0,75.85,low
U01013,1,1,56.61,low
U01014,0,1,0.0,medium
U01015,0,1,20.57,low
U01016,1,0,0.0,low
U01017,1,0,0.0,low
U01018,1,1,0.0,low
U01019,0,1,24.73,low
U01020,1,1,0.0,low
U01021,1,1,7.13,low
U01022,1,1,9.99,low
U01023,1,0,8.95,medium
U01024,0,1,9.61,low
U01025,0,0,42.7,low
U01026,1,1,9.74,medium
U01027,1,0,36.2,low
U01028,1,1,35.71,low
U01029,1,1,50.91,low
U01030,1,1,0.0,medium
U01031,0,0,0.0,low
U01032,1,1,31.99,medium
U01033,1,1,0.0,low
U01034,1,0,18.18,high
U01035,1,1,0.0,medium
U01036,1,0,0.0,low
U01037,1,0,0.0,medium
U01038,0,0,36.89,medium
U01039,1,1,48.22,low
U01040,1,0,0.0,low
U01041,1,1,17.41,low
U01042,1,1,0.0,medium
U01043,0,0,0.0,low
U01044,1,1,0.0,low
U01045,1,1,29.19,low
U01046,0,1,34.08,low
U01047,1,0,0.0,medium
U01048,1,1,53.97,low
U01049,1,1,7.48,low
U01050,1,1,28.6,low
U01051,0,0,0.0,low
U01052,1,1,0.0,low
U01053,1,1,0.0,low
U01054,0,1,0.0,medium
U01055,1,1,25.06,low
U01056,1,1,21.75,low
U01057,1,0,28.72,medium
U01058,1,0,29.62,medium
U01059,0,0,11.44,high
U01060,1,1,19.74,low
U01061,0,0,0.0,low
U01062,0,1,0.0,low
U01063,0,0,0.0,medium
U01064,1,0,0.0,low
U01065,0,0,47.1,medium
U01066,1,1,41.32,low
U01067,1,0,4.39,medium
U01068,0,0,9.61,medium
U01069,0,0,0.0,medium
U01070,1,1,0.0,low
U01071,0,0,0.0,low
U01072,0,1,37.91,low
U01073,0,1,0.0,medium
U01074,0,0,30.59,low
U01075,0,0,0.0,low
U01076,1,1,66.6,low
U01077,1,1,0.0,low
U01078,0,0,0.0,medium
U01079,1,0,0.0,low
U01080,1,0,0.0,low
U01081,0,0,3.57,medium
U01082,1,1,0.0,low
U01083,0,0,0.0,low
U01084,0,0,17.74,low
U01085,0,1,0.0,medium
U01086,1,1,28.53,low
U01087,0,0,0.0,high
U01088,1,1,31.68,low
U01089,0,0,0.0,medium
U01090,0,0,0.0,medium
U01091,1,0,45.95,low
U01092,0,0,35.44,medium
U01093,1,1,0.0,low
U01094,0,1,13.43,low
U01095,1,0,78.05,low
U01096,1,0,30.39,low
U01097,1,1,0.0,medium
U01098,1,1,0.0,low
U01099,1,1,21.64,medium
U01100,0,1,0.0,low
U01101,0,0,19.4,high
U01102,0,0,0.0,low
U01103,1,1,0.0,low
U01104,0,0,0.0,medium
U01105,1,0,9.84,low
U01106,1,1,0.0,medium
U01107,0,0,0.0,low
U01108,1,0,0.0,high
U01109,0,0,0.0,medium
U01110,1,1,27.82,low
U01111,0,0,28.16,medium
U01112,1,0,0.0,medium
U01113,1,1,14.22,low
U01114,1,1,0.0,low
U01115,0,1,16.33,medium
U01116,1,1,0.0,low
U01117,1,1,55.8,low
U01118,1,0,19.83,medium
U01119,1,1,9.56,low
U01120,0,0,0.0,medium
U01121,1,1,32.93,medium
U01122,0,0,0.0,medium
U01123,1,1,0.0,low
U01124,1,1,24.23,low
U01125,1,0,0.0,low
U01126,0,1,62.32,low
U01127,1,1,0.0,low
U01128,0,0,0.0,low
U01129,0,0,0.0,medium
U01130,0,1,0.0,low
U01131,1,1,0.0,low
U01132,1,0,55.16,low
U01133,0,1,37.67,medium
U01134,0,0,22.55,medium
U01135,1,0,0.0,medium
U01136,1,0,39.43,high
U01137,1,0,0.0,low
U01138,0,1,21.04,medium
U01139,1,0,92.6,low
U01140,1,1,14.65,low
U01141,1,1,21.16,low
U01142,1,1,26.35,low
U01143,0,1,70.9,low
U01144,1,1,0.0,low
U01145,0,0,0.0,medium
U01146,1,0,33.84,low
U01147,1,1,0.0,low
U01148,1,0,56.21,medium
U01149,0,0,0.0,low
U01150,0,0,0.0,high
U01151,0,0,39.34,low
U01152,1,1,0.0,low
U01153,1,1,0.0,low
U01154,1,1,0.0,medium
U01155,0,0,0.0,low
U01156,1,1,0.0,low
U01157,1,1,0.0,low
U01158,0,0,0.0,low
U01159,0,0,0.0,medium
U01160,1,1,28.2,low
U01161,1,0,16.59,low
U01162,1,1,26.97,low
U01163,0,1,0.0,low
U01164,1,0,0.0,high
U01165,1,1,5.79,low
U01166,0,0,42.83,low
U01167,0,1,37.0,high
U01168,0,1,0.0,low
U01169,1,1,0.0,low
U01170,1,1,0.0,medium
U01171,0,0,62.01,medium
U01172,0,1,0.0,low
U01173,1,1,30.49,low
U01174,0,0,63.66,medium
U01175,1,0,9.56,medium
U01176,1,0,0.0,low
U01177,0,0,49.84,medium
U01178,0,1,0.0,low
U01179,1,0,0.0,medium
U01180,0,1,0.0,low
U01181,1,1,6.68,low
U01182,1,1,0.0,low
U01183,0,1,0.0,medium
U01184,0,0,0.0,low
U01185,0,0,63.59,medium
U01186,1,1,0.0,low
U01187,0,1,23.77,medium
U01188,1,0,0.0,low
U01189,0,0,0.0,medium
U01190,1,1,27.74,low
U01191,1,1,0.0,low
U01192,0,0,31.3,low
U01193,1,1,15.17,low
U01194,1,1,27.43,low
U01195,1,1,31.56,low
U01196,1,1,14.46,low
U01197,1,1,0.0,low
U01198,1,1,4.55,low
U01199,1,1,62.79,low
U01200,1,1,0.0,low
U01201,1,0,0.0,low
U01202,0,1,0.0,high
U01203,1,1,52.5,low
U01204,1,1,20.73,low
U01205,1,1,4.6,low
U01206,1,1,19.32,low
U01207,1,1,6.42,low
U01208,0,1,0.0,high
U01209,1,0,0.0,low
U01210,1,1,0.0,low
U01211,1,1,38.46,low
U01212,0,0,0.0,high
U01213,1,0,59.4,low
U01214,1,0,15.74,low
U01215,1,1,26.45,low
U01216,0,0,0.0,low
U01217,1,1,51.24,low
U01218,1,0,36.09,low
U01219,0,0,38.57,low
U01220,0,1,0.0,low
U01221,1,1,0.0,low
U01222,1,1,38.06,low
U01223,1,1,0.0,low
U01224,1,1,13.02,low
U01225,0,0,21.06,medium
U01226,1,1,0.0,low
U01227,1,1,0.0,low
U01228,0,0,0.0,low
U01229,0,1,29.67,medium
U01230,1,1,0.0,medium
U01231,0,0,0.0,low
U01232,1,1,0.0,low
U01233,1,1,14.85,low
U01234,1,1,0.0,low
U01235,1,1,0.0,medium
U01236,0,0,59.53,low
U01237,0,0,0.0,medium
U01238,0,0,0.0,medium
U01239,1,1,54.99,low
U01240,1,1,14.56,low
U01241,1,1,0.0,medium
U01242,0,0,0.0,low
U01243,1,0,0.0,medium
U01244,1,1,0.0,low
U01245,0,0,0.0,medium
U01246,0,1,0.0,low
U01247,1,1,0.0,medium
U01248,0,0,0.0,medium
U01249,1,1,0.0,low
U01250,0,0,8.01,low
U01251,1,1,31.82,low
U01252,0,0,0.0,high
U01253,1,1,0.0,low
U01254,1,1,0.0,low
U01255,0,1,0.0,low
U01256,0,0,31.77,low
U01257,1,1,5.45,low
U01258,1,1,0.0,low
U01259,1,0,18.06,low
U01260,1,0,0.0,low
U01261,0,0,29.24,medium
U01262,1,1,19.31,low
U01263,1,1,0.0,low
U01264,0,0,0.0,medium
U01265,0,0,31.52,low
U01266,1,1,0.0,low
U01267,1,0,0.0,low
U01268,1,0,0.0,low
U01269,1,1,13.0,low
U01270,0,0,0.0,low
U01271,0,0,0.0,low
U01272,1,1,41.65,low
U01273,0,0,0.0,medium
U01274,1,0,0.0,low
U01275,1,1,0.0,high
U01276,1,1,0.0,low
U01277,1,1,0.0,medium
U01278,0,1,0.0,low
U01279,1,0,0.0,low
U01280,0,0,0.0,high
U01281,1,1,0.0,low
U01282,0,0,0.0,medium
U01283,0,1,29.11,low
U01284,1,0,34.52,low
U01285,0,0,2.47,medium
U01286,1,0,0.0,medium
U01287,0,1,0.0,medium
U01288,1,1,0.0,low
U01289,1,1,0.0,low
U01290,1,0,19.14,low
U01291,0,0,0.0,high
U01292,1,1,27.53,low
U01293,1,0,0.0,low
U01294,1,1,0.0,low
U01295,0,0,0.0,low
U01296,1,0,0.0,low
U01297,1,1,39.85,low
U01298,0,1,16.94,low
U01299,1,1,0.0,low
U01300,1,1,22.68,low
U01301,0,1,0.0,low
U01302,0,1,0.0,low
U01303,1,1,12.49,low
U01304,0,0,0.0,low
U01305,1,0,0.0,medium
U01306,1,1,0.0,low
U01307,0,1,56.66,low
U01308,1,1,0.0,low
U01309,1,1,0.0,high
U01310,1,1,0.0,low
U01311,1,1,25.51,low
U01312,0,1,0.0,low
U01313,0,0,35.52,medium
U01314,1,1,54.19,low
U01315,0,0,0.0,medium
U01316,1,1,0.0,low
U01317,1,1,39.79,low
U01318,0,0,0.0,high
U01319,1,0,0.0,high
U01320,1,1,0.0,low
U01321,1,0,0.0,low
U01322,0,1,34.47,low
U01323,1,1,0.0,low
U01324,1,1,5.16,high
U01325,1,1,25.06,low
U01326,1,1,55.75,low
U01327,0,0,26.28,high
U01328,1,1,0.0,low
U01329,1,0,0.0,medium
U01330,1,0,25.02,low
U01331,0,0,0.0,low
U01332,0,1,0.0,low
U01333,1,1,0.0,low
U01334,0,0,0.0,medium
U01335,1,1,0.0,low
U01336,1,0,0.0,medium
U01337,0,1,0.0,medium
U01338,0,0,17.97,medium
U01339,1,1,0.0,low
U01340,1,0,0.0,medium
U01341,1,1,0.0,low
U01342,1,1,0.0,low
U01343,0,0,0.0,high
U01344,0,0,3.94,medium
U01345,1,0,10.16,low
U01346,1,1,0.0,low
U01347,1,1,0.0,low
U01348,0,1,7.44,low
U01349,0,0,33.22,low
U01350,1,1,0.0,low
U01351,0,1,0.0,low
U01352,1,0,0.0,medium
U01353,1,1,37.9,low
U01354,0,0,20.36,medium
U01355,1,1,0.0,medium
U01356,1,1,0.0,low
U01357,0,0,0.0,medium
U01358,0,0,0.0,low
U01359,1,1,0.0,low
U01360,0,1,20.19,low
U01361,0,1,13.03,low
U01362,1,0,0.0,low
U01363,1,1,33.81,low
U01364,0,1,19.59,medium
U01365,1,1,38.4,low
U01366,1,1,61.26,low
U01367,1,1,0.0,low
U01368,1,1,0.0,high
U01369,1,1,38.86,low
U01370,1,0,20.61,low
U01371,1,1,3.72,low
U01372,1,1,30.06,low
U01373,1,1,37.72,low
U01374,1,1,9.98,low
U01375,0,0,0.0,low
U01376,1,0,26.37,low
U01377,1,1,16.77,low
U01378,1,1,0.0,low
U01379,0,0,0.0,low
U01380,1,1,0.0,low
U01381,1,1,0.0,low
U01382,0,1,45.12,low
U01383,0,0,0.0,high
U01384,1,1,0.0,medium
U01385,1,1,0.0,low
U01386,0,0,0.0,low
U01387,1,1,35.09,low
U01388,0,0,0.0,medium
U01389,1,1,26.53,low
U01390,1,0,0.0,high
U01391,1,1,0.0,high
U01392,0,0,0.0,high
U01393,0,0,0.0,medium
U01394,1,1,0.0,high
U01395,1,1,0.0,low
U01396,1,1,0.0,low
U01397,0,0,23.86,low
U01398,1,1,20.54,low
U01399,0,0,0.0,medium
U01400,1,1,25.04,low
U01401,1,1,35.45,low
U01402,1,1,9.24,low
U01403,1,1,0.0,low
U01404,1,1,11.89,low
U01405,1,1,47.68,low
U01406,0,0,0.0,medium
U01407,0,1,0.0,low
U01408,1,1,44.87,low
U01409,0,0,0.0,low
U01410,1,1,9.73,medium
U01411,0,0,27.6,low
U01412,1,1,44.33,low
U01413,1,0,10.12,low
U01414,1,1,0.0,low
U01415,0,0,0.0,low
U01416,1,1,69.17,low
U01417,0,1,0.0,low
U01418,1,1,32.89,low
U01419,0,0,0.0,low
U01420,0,0,0.0,medium
U01421,0,0,49.46,medium
U01422,1,1,0.0,low
U01423,1,1,0.0,low
U01424,0,0,0.0,low
U01425,0,0,64.0,medium
U01426,1,1,0.0,low
U01427,1,1,7.14,low
U01428,1,1,25.57,low
U01429,1,1,26.15,low
U01430,0,0,0.0,medium
U01431,0,1,0.0,low
U01432,0,0,0.0,high
U01433,0,1,0.0,medium
U01434,1,1,64.5,low
U01435,1,0,0.0,low
U01436,1,1,0.0,low
U01437,1,1,0.0,low
U01438,1,1,0.0,low
U01439,0,0,0.0,low
U01440,0,0,0.0,low
U01441,1,0,0.0,low
U01442,1,0,57.68,low
U01443,1,0,0.0,medium
U01444,0,1,0.0,high
U01445,1,1,89.51,low
U01446,1,1,18.6,low
U01447,1,0,0.0,low
U01448,1,1,3.54,low
U01449,1,1,0.0,high
U01450,1,1,0.0,medium
U01451,0,0,0.0,high
U01452,1,1,62.72,medium
U01453,0,0,0.0,high
U01454,1,1,12.28,medium
U01455,0,0,0.0,high
U01456,0,0,0.0,low
U01457,1,1,0.0,low
U01458,0,1,0.0,low
U01459,1,0,0.0,low
U01460,0,0,0.0,high
U01461,1,1,40.49,medium
U01462,0,0,0.0,low
U01463,1,1,0.0,low
U01464,1,0,0.0,medium
U01465,1,1,36.75,low
U01466,1,1,0.0,low
U01467,1,1,0.0,low
U01468,0,0,0.0,high
U01469,0,1,0.0,low
U01470,1,1,0.0,medium
U01471,1,1,20.98,low
U01472,0,0,0.0,medium
U01473,1,1,0.0,low
U01474,1,1,9.83,low
U01475,1,1,28.92,low
U01476,1,0,0.0,low
U01477,1,1,32.33,low
U01478,0,0,0.0,medium
U01479,0,0,0.0,medium
U01480,1,0,7.96,low
U01481,1,0,0.0,high
U01482,0,0,26.85,medium
U01483,1,1,17.42,low
U01484,1,1,33.26,low
U01485,1,1,0.0,low
U01486,0,0,0.0,medium
U01487,1,1,16.63,low
U01488,1,0,0.0,high
U01489,0,0,63.85,low
U01490,1,1,56.85,low
U01491,0,1,0.0,low
U01492,1,1,5.58,low
U01493,1,1,0.0,low
U01494,1,0,23.2,low
U01495,1,1,4.99,low
U01496,1,0,17.82,medium
U01497,1,1,0.0,low
U01498,0,0,0.0,high
U01499,1,1,0.0,medium
U01500,1,1,0.0,low
U01501,1,1,15.87,low
U01502,0,0,5.62,medium
U01503,1,1,0.0,medium
U01504,1,1,0.0,low
U01505,1,1,16.33,low
U01506,1,0,0.0,medium
U01507,1,1,43.37,low
U01508,1,1,62.22,low
U01509,0,0,0.0,medium
U01510,1,1,0.0,medium
U01511,0,0,23.83,medium
U01512,0,1,0.0,low
U01513,1,0,8.83,medium
U01514,1,0,0.0,low
U01515,1,0,0.0,low
U01516,0,0,32.24,low
U01517,0,0,38.38,low
U01518,0,1,0.0,low
U01519,0,0,17.2,high
U01520,0,0,31.43,low
U01521,0,0,25.12,medium
U01522,1,0,0.0,low
U01523,1,1,0.0,low
U01524,1,1,0.0,medium
U01525,1,1,0.0,medium
U01526,0,1,0.0,medium
U01527,1,0,0.0,medium
U01528,1,0,0.0,medium
U01529,0,0,4.12,medium
U01530,0,1,0.0,low
U01531,1,1,0.0,low
U01532,1,1,30.61,low
U01533,1,1,46.36,low
U01534,1,1,0.0,low
U01535,0,0,31.26,low
U01536,1,1,12.38,low
U01537,0,0,0.0,low
U01538,1,1,40.24,low
U01539,0,0,0.0,medium
U01540,1,1,50.79,low
U01541,1,0,48.21,medium
U01542,0,0,0.0,high
U01543,0,0,31.72,medium
U01544,1,1,45.21,low
U01545,1,1,0.0,low
U01546,1,1,21.24,low
U01547,0,1,57.26,medium
U01548,0,0,0.0,low
U01549,0,0,11.98,medium
U01550,1,1,0.0,low
U01551,1,1,0.0,low
U01552,0,1,0.0,medium
U01553,1,1,0.0,medium
U01554,0,1,36.87,low
U01555,1,1,54.65,low
U01556,1,1,31.62,low
U01557,1,1,22.9,low
U01558,1,1,0.0,low
U01559,1,0,12.5,low
U01560,1,1,19.94,low
U01561,1,1,0.0,low
U01562,1,1,24.63,low
U01563,1,1,23.22,low
U01564,1,0,30.88,low
U01565,1,1,15.86,low
U01566,1,1,0.0,low
U01567,1,0,0.0,medium
U01568,1,1,30.4,low
U01569,1,1,10.75,low
U01570,1,1,44.59,low
U01571,0,0,0.0,high
U01572,1,1,71.67,low
U01573,0,1,0.0,medium
U01574,1,1,11.44,low
U01575,0,0,0.0,medium
U01576,1,0,52.9,low
U01577,1,0,0.0,low
U01578,1,0,41.35,high
U01579,0,0,0.0,medium
U01580,1,0,17.27,low
U01581,1,1,0.0,low
U01582,1,1,32.43,low
U01583,1,1,0.0,low
U01584,1,1,0.0,medium
U01585,1,1,3.85,low
U01586,0,1,38.2,low
U01587,1,1,43.96,medium
U01588,0,0,16.43,high
U01589,1,0,0.0,low
U01590,1,0,35.37,medium
U01591,0,0,0.0,medium
U01592,0,0,0.0,low
U01593,1,1,0.0,low
U01594,0,0,0.0,medium
U01595,1,1,22.11,low
U01596,0,1,36.92,low
U01597,0,0,0.0,low
U01598,1,1,22.23,low
U01599,1,1,8.42,low
U01600,0,0,33.77,medium
U01601,0,0,29.39,medium
U01602,1,0,0.0,medium
U01603,0,1,0.0,low
U01604,1,0,0.0,low
U01605,1,0,0.0,medium
U01606,0,1,0.0,low
U01607,1,1,0.0,medium
U01608,1,1,42.25,low
U01609,0,0,0.0,medium
U01610,1,0,0.0,low
U01611,1,1,0.0,low
U01612,0,0,0.0,low
U01613,1,1,24.01,medium
U01614,1,1,0.0,low
U01615,1,1,0.0,low
U01616,0,1,30.22,low
U01617,1,1,0.0,low
U01618,1,1,77.16,low
U01619,0,0,0.0,low
U01620,1,1,0.0,low
U01621,1,1,0.0,low
U01622,1,1,0.0,low
U01623,0,0,0.0,high
U01624,1,1,32.96,low
U01625,1,1,26.41,low
U01626,0,0,0.0,low
U01627,0,1,0.0,low
U01628,1,0,0.0,low
U01629,1,1,0.0,medium
U01630,1,1,24.76,low
U01631,0,0,36.8,medium
U01632,0,0,0.0,medium
U01633,1,1,40.31,low
U01634,1,0,0.0,medium
U01635,1,0,5.53,low
U01636,0,0,57.45,high
U01637,0,0,19.64,medium
U01638,1,1,43.55,low
U01639,1,1,41.42,low
U01640,1,0,13.12,medium
U01641,1,1,0.0,low
U01642,1,1,6.49,low
U01643,1,1,20.71,low
U01644,0,0,0.0,medium
U01645,0,0,0.0,medium
U01646,1,0,52.73,low
U01647,1,0,0.0,low
U01648,0,0,0.0,low
U01649,0,0,10.02,medium
U01650,1,0,29.66,low
U01651,1,1,0.0,low
U01652,0,1,0.0,high
U01653,1,0,13.15,low
U01654,1,1,9.87,low
U01655,0,0,0.0,low
U01656,1,1,0.0,low
U01657,1,0,0.0,low
U01658,1,1,0.0,low
U01659,1,1,0.0,medium
U01660,0,1,13.86,high
U01661,1,1,0.0,low
U01662,1,1,22.08,low
U01663,1,1,43.2,low
U01664,0,1,0.0,low
U01665,1,1,19.95,low
U01666,1,0,0.0,medium
U01667,0,0,6.7,high
U01668,0,1,54.17,low
U01669,0,1,0.0,medium
U01670,0,1,46.1,medium
U01671,0,0,59.82,medium
U01672,1,1,23.56,low
U01673,0,1,9.05,low
U01674,0,0,0.0,high
U01675,1,1,24.19,low
U01676,0,1,0.0,low
U01677,1,1,0.0,low
U01678,1,1,0.0,low
U01679,1,1,0.0,low
U01680,1,1,0.0,low
U01681,0,1,12.31,low
U01682,1,1,14.13,low
U01683,0,0,0.0,low
U01684,1,1,44.06,low
U01685,1,0,0.0,medium
U01686,1,1,0.0,medium
U01687,1,1,21.72,low
U01688,0,0,0.0,medium
U01689,1,1,37.84,low
U01690,0,1,24.28,medium
U01691,0,0,28.29,high
U01692,1,0,32.45,low
U01693,1,0,0.0,medium
U01694,1,0,37.16,low
U01695,1,1,0.0,low
U01696,1,1,45.75,low
U01697,1,1,0.0,low
U01698,1,1,54.81,low
U01699,0,0,20.43,low
U01700,1,1,21.6,low
U01701,1,1,60.21,low
U01702,1,1,26.21,low
U01703,0,0,11.92,medium
U01704,0,1,0.0,medium
U01705,0,1,12.32,low
U01706,1,1,26.97,low
U01707,0,0,5.02,high
U01708,1,1,15.71,low
U01709,1,0,26.81,medium
U01710,1,0,0.0,low
U01711,1,1,22.44,low
U01712,1,0,0.0,medium
U01713,1,1,0.0,low
U01714,1,0,0.0,low
U01715,1,0,10.44,low
U01716,1,1,0.0,low
U01717,0,0,11.84,low
U01718,1,1,14.9,low
U01719,1,1,15.21,low
U01720,0,1,43.36,low
U01721,0,0,0.0,low
U01722,1,1,51.2,low
U01723,1,1,0.0,low
U01724,0,0,29.98,low
U01725,1,1,67.19,low
U01726,0,1,36.72,low
U01727,1,0,0.0,low
U01728,1,1,17.26,low
U01729,1,1,0.0,low
U01730,0,0,0.0,medium
U01731,0,0,0.0,medium
U01732,1,1,5.97,low
U01733,1,0,0.0,medium
U01734,1,1,0.0,low
U01735,1,0,26.43,medium
U01736,1,0,0.0,low
U01737,1,0,0.0,medium
U01738,1,0,73.15,medium
U01739,1,1,30.29,low
U01740,0,0,0.0,medium
U01741,1,1,58.79,low
U01742,0,1,0.0,low
U01743,1,1,0.0,low
U01744,0,0,20.55,low
U01745,1,0,0.0,low
U01746,0,0,52.88,low
U01747,0,0,0.0,medium
U01748,0,1,69.77,low
U01749,1,1,62.62,low
U01750,1,0,35.35,low
U01751,0,1,33.91,low
U01752,1,1,0.0,low
U01753,1,0,0.0,high
U01754,0,1,22.66,low
U01755,0,0,35.5,medium
U01756,1,1,52.89,low
U01757,1,1,0.0,low
U01758,1,1,0.0,low
U01759,1,0,0.0,low
U01760,1,1,0.0,low
U01761,1,1,0.0,low
U01762,1,1,45.85,medium
U01763,1,1,2.91,low
U01764,1,1,27.28,low
U01765,1,1,27.13,low
U01766,1,0,29.36,low
U01767,1,0,0.0,high
U01768,1,1,0.0,low
U01769,1,1,9.7,low
U01770,0,0,39.54,low
U01771,0,0,0.0,high
U01772,1,1,0.0,low
U01773,1,1,0.0,medium
U01774,1,0,27.23,medium
U01775,1,0,0.0,high
U01776,1,1,0.0,low
U01777,1,1,0.0,low
U01778,0,0,26.28,medium
U01779,1,1,37.04,low
U01780,1,0,0.0,low
U01781,0,0,0.0,medium
U01782,1,1,45.69,low
U01783,1,1,0.0,low
U01784,0,0,0.0,low
U01785,1,1,0.0,low
U01786,1,1,0.0,low
U01787,0,0,0.0,low
U01788,1,1,0.0,low
U01789,1,1,25.94,low
U01790,0,0,0.0,high
U01791,1,1,0.0,low
U01792,1,0,0.0,medium
U01793,1,1,0.0,low
U01794,0,0,0.0,low
U01795,1,1,16.64,low
U01796,1,1,0.0,low
U01797,1,1,9.39,low
U01798,0,0,5.48,medium
U01799,1,0,0.0,low
U01800,1,1,35.17,medium
U01801,1,1,0.0,low
U01802,1,0,0.0,medium
U01803,1,0,11.76,low
U01804,1,1,36.82,low
U01805,1,1,0.0,low
U01806,0,0,0.0,medium
U01807,1,0,0.0,medium
U01808,1,1,0.0,low
U01809,1,0,28.09,medium
U01810,1,1,58.71,medium
U01811,1,1,21.51,low
U01812,1,0,3.11,low
U01813,1,0,37.53,high
U01814,0,0,0.0,medium
U01815,1,1,17.43,low
U01816,1,1,7.24,low
U01817,0,1,0.0,low
U01818,0,1,0.0,low
U01819,0,0,0.0,medium
U01820,0,0,0.0,high
U01821,0,0,0.0,high
U01822,1,1,27.07,low
U01823,0,0,17.93,low
U01824,0,0,0.0,high
U01825,1,0,0.0,low
U01826,1,1,0.0,low
U01827,1,1,0.0,low
U01828,1,1,0.0,medium
U01829,1,1,0.0,medium
U01830,1,1,59.23,low
U01831,0,0,0.0,low
U01832,1,1,34.88,medium
U01833,0,0,0.0,medium
U01834,1,1,35.84,low
U01835,1,1,0.0,low
U01836,1,1,25.4,medium
U01837,1,1,56.99,low
U01838,1,1,35.87,low
U01839,1,1,23.43,low
U01840,1,1,0.0,medium
U01841,1,0,34.1,medium
U01842,0,0,0.0,low
U01843,0,0,0.0,high
U01844,0,0,0.0,medium
U01845,0,0,0.0,high
U01846,0,0,0.0,low
U01847,1,0,64.49,medium
U01848,1,1,6.44,low
U01849,1,1,0.0,low
U01850,0,0,0.0,medium
U01851,1,1,42.62,low
U01852,1,0,0.0,low
U01853,1,1,0.0,low
U01854,1,1,0.0,medium
U01855,0,0,13.79,low
U01856,0,0,0.0,high
U01857,1,1,0.0,low
U01858,1,1,0.0,low
U01859,0,0,13.22,low
U01860,1,1,0.0,medium
U01861,1,1,0.0,low
U01862,1,1,0.0,medium
U01863,1,1,50.42,low
U01864,1,1,0.0,high
U01865,1,1,10.61,low
U01866,1,1,0.0,low
U01867,0,1,27.5,low
U01868,1,0,0.0,low
U01869,1,0,19.58,low
U01870,0,0,0.0,low
U01871,1,0,0.0,medium
U01872,1,0,0.0,low
U01873,1,0,0.0,high
U01874,1,1,0.0,low
U01875,1,1,0.0,low
U01876,0,0,18.09,medium
U01877,1,1,28.57,low
U01878,0,1,58.96,medium
U01879,0,0,0.0,high
U01880,0,0,0.0,high
U01881,1,1,24.86,low
U01882,0,1,0.0,medium
U01883,1,1,21.31,low
U01884,1,1,0.0,low
U01885,1,1,23.56,low
U01886,0,1,0.0,medium
U01887,0,1,0.0,medium
U01888,1,1,47.5,low
U01889,1,1,0.0,low
U01890,1,1,12.72,low
U01891,1,1,0.0,low
U01892,1,0,0.0,high
U01893,1,1,0.0,low
U01894,1,1,49.27,low
U01895,0,0,23.32,high
U01896,0,0,68.24,low
U01897,0,0,0.0,medium
U01898,1,1,0.0,low
U01899,1,0,0.0,low
U01900,0,0,0.0,medium
U01901,1,1,29.09,low
U01902,1,1,0.0,low
U01903,1,1,4.44,low
U01904,1,1,0.0,low
U01905,1,0,0.0,low
U01906,0,0,0.0,high
U01907,1,1,21.18,medium
U01908,1,0,64.57,medium
U01909,1,1,42.85,low
U01910,0,0,11.89,low
U01911,1,1,0.0,medium
U01912,1,1,0.0,low
U01913,1,0,74.5,medium
U01914,1,1,0.0,medium
U01915,1,1,29.98,low
U01916,0,1,58.8,medium
U01917,0,0,7.03,low
U01918,0,1,0.0,medium
U01919,1,0,23.59,low
U01920,1,1,17.5,low
U01921,1,1,30.59,low
U01922,0,0,63.59,high
U01923,0,0,0.0,low
U01924,1,1,0.0,low
U01925,1,1,0.0,low
U01926,1,0,0.0,low
U01927,1,1,0.0,low
U01928,1,0,34.98,low
U01929,0,0,0.0,medium
U01930,1,0,0.0,low
U01931,1,1,0.0,low
U01932,0,0,0.0,medium
U01933,1,1,40.12,medium
U01934,1,1,0.0,low
U01935,1,0,41.84,medium
U01936,0,0,45.65,low
U01937,1,1,0.0,medium
U01938,0,1,0.0,low
U01939,0,0,0.0,high
U01940,1,0,0.0,low
U01941,1,1,19.35,low
U01942,0,0,0.0,high
U01943,0,1,12.7,medium
U01944,1,1,0.0,low
U01945,1,1,8.4,low
U01946,0,0,0.0,high
U01947,1,1,0.0,low
U01948,1,1,41.98,low
U01949,1,1,0.0,low
U01950,1,1,64.75,high
U01951,1,0,22.74,medium
U01952,1,1,0.0,low
U01953,1,1,0.0,low
U01954,0,0,0.0,high
U01955,1,1,0.0,low
U01956,1,1,18.27,low
U01957,1,1,0.0,low
