user_id,signup_date,country,device,acquisition_channel,age_band,player_type_seed
U01093,2026-02-20,Japan,Web,referral,25-34,casual
U01094,2026-01-24,United States,Android,organic,18-24,casual
U01095,2026-01-20,United States,iOS,store_feature,18-24,competitive
U01096,2026-01-05,India,Android,paid_social,18-24,casual
U01097,2026-02-20,Japan,Android,organic,18-24,casual
U01098,2026-02-15,India,Android,store_feature,25-34,casual
U01099,2026-01-03,India,Android,paid_social,18-24,competitive
U01100,2026-01-27,United Kingdom,iOS,referral,25-34,casual
U01101,2026-01-29,United States,Android,paid_social,45-54,collector
U01102,2026-01-29,United States,iOS,organic,25-34,competitive
U01103,2026-02-25,United Kingdom,iOS,paid_social,18-24,competitive
U01104,2026-01-10,United States,Web,organic,35-44,casual
U01105,2026-01-19,India,Android,organic,25-34,competitive
U01106,2026-01-11,United States,iOS,referral,18-24,casual
U01107,2026-01-15,United States,iOS,organic,35-44,casual
U01108,2026-02-24,United States,Android,influencer,35-44,casual
U01109,2026-02-26,United States,iOS,paid_social,55+,competitive
U01110,2026-01-03,United States,iOS,organic,45-54,competitive
U01111,2026-02-07,Brazil,iOS,influencer,25-34,collector
U01112,2026-01-14,Canada,Android,paid_social,35-44,casual
U01113,2026-01-12,Germany,Android,paid_social,25-34,collector
U01114,2026-01-18,India,iOS,referral,45-54,competitive
U01115,2026-01-12,Germany,iOS,store_feature,25-34,collector
U01116,2026-01-30,Brazil,Android,organic,25-34,competitive
U01117,2026-03-01,Canada,Android,organic,18-24,casual
U01118,2026-02-05,United States,Android,influencer,25-34,collector
U01119,2026-02-13,Canada,iOS,organic,25-34,competitive
U01120,2026-01-30,India,Android,referral,35-44,competitive
U01121,2026-01-01,Germany,Web,paid_social,18-24,casual
U01122,2026-01-06,United States,Android,paid_social,35-44,casual
U01123,2026-01-17,United Kingdom,iOS,store_feature,18-24,casual
U01124,2026-01-15,Japan,Android,influencer,25-34,casual
U01125,2026-02-20,Brazil,iOS,organic,25-34,casual
U01126,2026-02-20,Germany,iOS,paid_social,25-34,collector
U01127,2026-02-21,India,iOS,referral,25-34,casual
U01128,2026-02-08,Brazil,Web,organic,18-24,casual
U01129,2026-02-03,Brazil,iOS,influencer,18-24,casual
U01130,2026-02-08,United States,Web,paid_social,35-44,casual
U01131,2026-01-25,United States,Android,organic,18-24,casual
U01132,2026-02-10,India,Android,store_feature,35-44,competitive
U01133,2026-02-17,Germany,iOS,influencer,35-44,collector
U01134,2026-02-15,Canada,Android,organic,18-24,casual
U01135,2026-02-06,Germany,iOS,referral,45-54,casual
U01136,2026-01-04,United States,Android,organic,35-44,competitive
U01137,2026-02-13,Japan,iOS,organic,35-44,casual
U01138,2026-01-22,United States,iOS,organic,35-44,competitive
U01139,2026-02-14,Japan,Android,store_feature,25-34,competitive
U01140,2026-02-02,United Kingdom,iOS,organic,55+,collector
U01141,2026-02-22,United States,iOS,organic,18-24,casual
U01142,2026-01-21,United States,Web,referral,18-24,collector
U01143,2026-02-25,Japan,iOS,paid_social,35-44,collector
U01144,2026-02-20,United States,iOS,organic,25-34,casual
U01145,2026-01-20,United States,iOS,organic,35-44,casual
U01146,2026-01-29,Brazil,iOS,store_feature,25-34,casual
U01147,2026-02-01,Canada,Android,referral,25-34,casual
U01148,2026-02-16,Canada,iOS,store_feature,45-54,collector
U01149,2026-02-11,United States,Android,organic,18-24,casual
U01150,2026-02-21,Japan,Android,paid_social,18-24,casual
U01151,2026-01-23,United States,iOS,store_feature,35-44,casual
U01152,2026-01-31,United States,Web,organic,35-44,competitive
U01153,2026-01-26,Canada,Web,organic,45-54,collector
U01154,2026-02-24,United States,iOS,paid_social,18-24,competitive
U01155,2026-01-19,Canada,iOS,organic,45-54,competitive
U01156,2026-02-05,United States,iOS,organic,35-44,casual
U01157,2026-01-08,United States,iOS,influencer,45-54,competitive
U01158,2026-02-21,Canada,Android,paid_social,18-24,casual
U01159,2026-01-24,Japan,Android,paid_social,25-34,casual
U01160,2026-01-21,United States,Android,organic,25-34,competitive
U01161,2026-02-04,United States,iOS,paid_social,25-34,collector
U01162,2026-01-30,India,iOS,paid_social,18-24,competitive
U01163,2026-02-20,India,Web,influencer,25-34,competitive
U01164,2026-02-01,Brazil,Web,paid_social,35-44,casual
U01165,2026-02-01,United States,iOS,store_feature,25-34,casual
U01166,2026-01-07,Canada,Android,organic,25-34,casual
U01167,2026-01-02,United States,Android,paid_social,25-34,competitive
U01168,2026-01-24,United States,Android,influencer,45-54,competitive
U01169,2026-03-01,Canada,Android,referral,25-34,competitive
U01170,2026-02-25,Germany,Web,referral,25-34,casual
U01171,2026-02-07,Canada,iOS,store_feature,55+,casual
U01172,2026-02-07,Germany,iOS,influencer,35-44,casual
U01173,2026-01-24,United States,Web,organic,25-34,competitive
U01174,2026-01-11,Canada,iOS,organic,35-44,collector
U01175,2026-01-01,Japan,iOS,paid_social,55+,casual
U01176,2026-01-21,Japan,Android,influencer,18-24,competitive
U01177,2026-01-19,Canada,Android,paid_social,35-44,competitive
U01178,2026-01-12,Germany,Android,organic,18-24,casual
U01179,2026-01-16,United States,Android,paid_social,35-44,casual
U01180,2026-01-02,United States,Android,organic,35-44,casual
U01181,2026-02-06,Brazil,iOS,organic,45-54,collector
U01182,2026-02-25,United States,Android,organic,35-44,casual
U01183,2026-02-11,United Kingdom,Android,organic,18-24,casual
U01184,2026-01-27,United Kingdom,Web,referral,25-34,casual
U01185,2026-01-26,United States,iOS,organic,45-54,competitive
U01186,2026-01-19,United States,iOS,organic,18-24,casual
U01187,2026-01-09,Canada,Android,paid_social,18-24,collector
U01188,2026-02-05,India,iOS,organic,35-44,casual
U01189,2026-02-03,Germany,iOS,paid_social,25-34,collector
U01190,2026-01-01,Canada,Android,organic,18-24,competitive
U01191,2026-01-25,United States,Android,organic,25-34,casual
U01192,2026-01-17,Germany,iOS,referral,25-34,competitive
U01193,2026-01-11,United States,iOS,organic,35-44,competitive
U01194,2026-02-12,Germany,iOS,organic,25-34,casual
U01195,2026-02-01,Brazil,Android,organic,25-34,competitive
U01196,2026-02-08,United Kingdom,Android,organic,35-44,competitive
U01197,2026-02-12,United States,iOS,organic,25-34,competitive
U01198,2026-02-28,United States,iOS,paid_social,35-44,competitive
U01199,2026-02-18,United States,iOS,organic,25-34,competitive
U01200,2026-02-07,United Kingdom,iOS,organic,25-34,casual
U01201,2026-02-22,India,iOS,store_feature,25-34,casual
U01202,2026-01-29,United States,Android,organic,35-44,casual
U01203,2026-03-01,Germany,iOS,organic,55+,competitive
U01204,2026-02-15,Brazil,iOS,paid_social,25-34,casual
U01205,2026-02-09,United States,Android,organic,18-24,casual
U01206,2026-02-24,United States,Android,store_feature,25-34,competitive
U01207,2026-01-31,Canada,iOS,organic,25-34,casual
U01208,2026-02-13,Brazil,iOS,paid_social,18-24,casual
U01209,2026-01-18,United Kingdom,iOS,influencer,45-54,competitive
U01210,2026-02-27,Brazil,iOS,organic,35-44,competitive
U01211,2026-02-07,Japan,Android,organic,25-34,competitive
U01212,2026-02-16,Brazil,iOS,paid_social,25-34,casual
U01213,2026-01-28,India,Android,influencer,18-24,competitive
U01214,2026-02-22,Brazil,Android,paid_social,25-34,collector
U01215,2026-01-05,Japan,iOS,referral,25-34,casual
U01216,2026-01-07,Japan,iOS,organic,45-54,casual
U01217,2026-01-31,Brazil,iOS,referral,25-34,casual
U01218,2026-02-13,Japan,iOS,organic,18-24,collector
U01219,2026-02-18,India,Android,paid_social,18-24,casual
U01220,2026-01-27,United Kingdom,iOS,organic,18-24,casual
U01221,2026-02-08,Germany,Android,paid_social,45-54,casual
U01222,2026-02-03,United Kingdom,Android,organic,35-44,collector
U01223,2026-02-27,Japan,Android,referral,45-54,casual
U01224,2026-02-09,United Kingdom,Android,referral,45-54,casual
U01225,2026-01-26,Japan,Android,store_feature,18-24,collector
U01226,2026-02-28,Japan,Web,influencer,35-44,casual
U01227,2026-01-07,India,Web,paid_social,35-44,competitive
U01228,2026-03-01,United States,iOS,referral,18-24,casual
U01229,2026-01-10,Brazil,iOS,organic,25-34,casual
U01230,2026-01-18,Brazil,iOS,influencer,35-44,casual
U01231,2026-02-19,India,iOS,paid_social,45-54,casual
U01232,2026-02-14,India,Android,paid_social,18-24,casual
U01233,2026-02-28,Germany,iOS,paid_social,45-54,competitive
U01234,2026-02-14,Germany,Android,referral,45-54,casual
U01235,2026-02-08,United States,Android,store_feature,45-54,casual
U01236,2026-01-21,India,iOS,store_feature,18-24,competitive
U01237,2026-01-01,United States,Android,paid_social,18-24,collector
U01238,2026-01-08,Brazil,iOS,paid_social,35-44,casual
U01239,2026-01-18,Japan,Android,influencer,25-34,casual
U01240,2026-01-03,United Kingdom,Android,referral,18-24,casual
U01241,2026-01-31,United States,iOS,paid_social,35-44,collector
U01242,2026-02-16,United States,Android,paid_social,18-24,competitive
U01243,2026-02-27,Japan,iOS,referral,25-34,casual
U01244,2026-01-30,United Kingdom,Android,referral,55+,casual
U01245,2026-02-22,United States,Android,paid_social,25-34,casual
U01246,2026-03-01,Brazil,iOS,store_feature,45-54,competitive
U01247,2026-02-21,United States,Android,store_feature,25-34,casual
U01248,2026-01-28,Japan,Web,paid_social,25-34,casual
U01249,2026-01-20,Canada,Android,organic,18-24,casual
U01250,2026-02-28,United States,Android,paid_social,25-34,competitive
U01251,2026-01-15,United States,Android,referral,25-34,collector
U01252,2026-01-25,United Kingdom,iOS,paid_social,45-54,casual
U01253,2026-01-05,United Kingdom,Android,influencer,45-54,collector
U01254,2026-02-17,Brazil,Android,organic,18-24,casual
U01255,2026-02-08,United Kingdom,iOS,organic,18-24,competitive
U01256,2026-01-06,Canada,iOS,store_feature,35-44,collector
U01257,2026-01-14,United States,iOS,influencer,25-34,competitive
U01258,2026-02-03,United States,iOS,paid_social,25-34,casual
U01259,2026-02-02,India,iOS,organic,18-24,casual
U01260,2026-02-18,United States,iOS,paid_social,18-24,competitive
U01261,2026-01-16,India,Android,paid_social,25-34,competitive
U01262,2026-02-25,Canada,iOS,paid_social,18-24,casual
U01263,2026-01-27,United States,iOS,organic,35-44,competitive
U01264,2026-02-19,United States,Android,organic,25-34,casual
U01265,2026-01-15,United States,iOS,referral,25-34,casual
U01266,2026-01-03,Japan,Android,referral,25-34,competitive
U01267,2026-01-04,United Kingdom,Android,referral,18-24,casual
U01268,2026-01-23,Canada,Web,paid_social,45-54,casual
U01269,2026-02-27,Brazil,Android,organic,35-44,casual
U01270,2026-01-03,Germany,iOS,paid_social,45-54,collector
U01271,2026-01-23,India,iOS,influencer,25-34,casual
U01272,2026-01-07,India,Web,paid_social,25-34,casual
U01273,2026-02-25,Brazil,Android,paid_social,18-24,casual
U01274,2026-02-10,Japan,Android,paid_social,25-34,casual
U01275,2026-02-15,Japan,Android,store_feature,25-34,casual
U01276,2026-02-12,United Kingdom,iOS,paid_social,25-34,casual
U01277,2026-02-09,Brazil,Android,paid_social,18-24,casual
U01278,2026-02-16,United States,Android,store_feature,25-34,competitive
U01279,2026-01-01,Brazil,Web,organic,18-24,casual
U01280,2026-02-21,India,iOS,paid_social,25-34,casual
U01281,2026-02-14,United States,Android,paid_social,25-34,competitive
U01282,2026-02-14,Japan,iOS,influencer,55+,casual
U01283,2026-01-24,India,Web,referral,18-24,casual
U01284,2026-02-18,United States,iOS,organic,18-24,collector
U01285,2026-01-23,United Kingdom,Android,store_feature,25-34,competitive
U01286,2026-01-03,India,iOS,referral,18-24,competitive
U01287,2026-02-24,India,Android,paid_social,35-44,casual
U01288,2026-01-15,United States,Android,organic,18-24,collector
U01289,2026-01-07,Canada,iOS,organic,55+,casual
U01290,2026-02-07,Brazil,Android,referral,45-54,casual
U01291,2026-01-15,United States,Web,paid_social,25-34,competitive
U01292,2026-02-21,Canada,Web,store_feature,45-54,casual
U01293,2026-01-27,United States,iOS,organic,35-44,competitive
U01294,2026-01-01,United States,Android,referral,55+,casual
U01295,2026-02-27,Germany,Android,organic,25-34,casual
U01296,2026-01-31,Brazil,Android,referral,55+,competitive
U01297,2026-01-16,Brazil,Android,organic,18-24,casual
U01298,2026-02-10,Japan,Android,paid_social,25-34,competitive
U01299,2026-02-01,Canada,iOS,organic,45-54,casual
U01300,2026-01-02,United States,iOS,paid_social,25-34,casual
U01301,2026-02-15,United States,iOS,organic,18-24,competitive
U01302,2026-01-25,United States,iOS,store_feature,18-24,casual
U01303,2026-02-11,Canada,iOS,organic,18-24,competitive
U01304,2026-02-23,United States,iOS,paid_social,25-34,casual
U01305,2026-02-06,United States,Android,paid_social,25-34,casual
U01306,2026-02-10,United States,Android,organic,25-34,casual
U01307,2026-01-16,Brazil,iOS,organic,35-44,competitive
U01308,2026-01-15,Germany,Android,organic,18-24,casual
U01309,2026-01-25,India,Web,paid_social,45-54,casual
U01310,2026-02-21,Japan,Web,influencer,25-34,collector
U01311,2026-02-01,Germany,Android,organic,35-44,casual
U01312,2026-01-21,United States,Web,referral,35-44,competitive
U01313,2026-02-16,Germany,Android,referral,45-54,casual
U01314,2026-02-21,United States,Web,referral,18-24,casual
U01315,2026-02-24,United Kingdom,Web,paid_social,25-34,casual
U01316,2026-01-18,Canada,iOS,influencer,45-54,casual
U01317,2026-02-12,United Kingdom,Web,paid_social,35-44,competitive
U01318,2026-02-05,United States,Android,store_feature,18-24,casual
U01319,2026-01-27,Brazil,Android,organic,35-44,casual
U01320,2026-01-24,Japan,Web,store_feature,35-44,competitive
U01321,2026-01-07,Japan,iOS,influencer,25-34,competitive
U01322,2026-01-17,Germany,iOS,influencer,35-44,casual
U01323,2026-02-02,United Kingdom,Android,organic,45-54,casual
U01324,2026-02-23,United States,Android,store_feature,25-34,casual
U01325,2026-02-21,Brazil,Web,organic,18-24,collector
U01326,2026-01-12,Germany,Web,referral,25-34,competitive
U01327,2026-02-10,United States,Android,paid_social,25-34,competitive
U01328,2026-01-06,Canada,Web,referral,25-34,casual
U01329,2026-02-10,India,iOS,paid_social,35-44,casual
U01330,2026-01-21,Germany,Web,organic,25-34,casual
U01331,2026-01-27,United Kingdom,iOS,organic,45-54,casual
U01332,2026-02-13,Germany,Android,organic,35-44,casual
U01333,2026-01-26,Canada,iOS,paid_social,35-44,casual
U01334,2026-02-18,United Kingdom,Android,store_feature,25-34,casual
U01335,2026-02-02,United States,iOS,referral,18-24,casual
U01336,2026-03-01,United Kingdom,iOS,store_feature,35-44,casual
U01337,2026-02-08,Brazil,Android,store_feature,18-24,casual
U01338,2026-01-18,United States,Android,paid_social,25-34,competitive
U01339,2026-02-16,Japan,iOS,paid_social,18-24,competitive
U01340,2026-01-25,United States,Android,paid_social,25-34,casual
U01341,2026-02-02,Brazil,iOS,organic,35-44,competitive
U01342,2026-01-09,Brazil,iOS,paid_social,25-34,casual
U01343,2026-01-08,Brazil,iOS,referral,25-34,casual
U01344,2026-02-04,Germany,Android,paid_social,18-24,collector
U01345,2026-01-12,India,Android,referral,25-34,casual
U01346,2026-03-01,United Kingdom,Android,organic,25-34,competitive
U01347,2026-02-21,Brazil,Android,store_feature,45-54,casual
U01348,2026-02-12,Brazil,Android,organic,45-54,casual
U01349,2026-02-14,United States,Android,store_feature,55+,casual
U01350,2026-02-05,United States,Web,organic,18-24,casual
U01351,2026-01-04,United Kingdom,iOS,paid_social,25-34,casual
U01352,2026-01-24,United States,iOS,paid_social,25-34,casual
U01353,2026-01-30,Canada,iOS,organic,35-44,casual
U01354,2026-02-24,Canada,Android,paid_social,35-44,casual
U01355,2026-01-14,Germany,Android,organic,35-44,casual
U01356,2026-01-30,United States,iOS,paid_social,25-34,casual
U01357,2026-01-21,Japan,Web,influencer,25-34,casual
U01358,2026-01-09,United Kingdom,Web,organic,55+,casual
U01359,2026-01-07,Brazil,iOS,paid_social,18-24,competitive
U01360,2026-01-22,United States,iOS,store_feature,35-44,collector
U01361,2026-01-05,United Kingdom,iOS,paid_social,35-44,casual
U01362,2026-01-05,United States,iOS,store_feature,18-24,casual
U01363,2026-01-22,Brazil,Web,paid_social,45-54,collector
U01364,2026-01-13,Canada,Android,paid_social,45-54,competitive
U01365,2026-02-03,India,iOS,organic,35-44,collector
U01366,2026-01-02,Canada,Android,organic,18-24,competitive
U01367,2026-01-19,Germany,iOS,paid_social,18-24,competitive
U01368,2026-01-28,United States,iOS,store_feature,35-44,casual
U01369,2026-02-27,Germany,iOS,organic,18-24,casual
U01370,2026-02-08,United Kingdom,Android,influencer,18-24,competitive
U01371,2026-02-22,Canada,Android,paid_social,25-34,casual
U01372,2026-01-21,United States,Web,paid_social,18-24,competitive
U01373,2026-01-27,United States,iOS,influencer,35-44,collector
U01374,2026-01-26,United States,Android,influencer,25-34,casual
U01375,2026-02-23,India,iOS,paid_social,18-24,casual
U01376,2026-02-27,Canada,iOS,organic,25-34,collector
U01377,2026-02-27,United States,Web,organic,18-24,competitive
U01378,2026-02-15,India,Android,organic,18-24,competitive
U01379,2026-01-31,United States,iOS,store_feature,25-34,competitive
U01380,2026-02-02,Canada,Android,organic,25-34,collector
U01381,2026-02-28,Brazil,Android,referral,25-34,casual
U01382,2026-01-18,India,Web,organic,35-44,casual
U01383,2026-01-21,Brazil,Android,paid_social,25-34,casual
U01384,2026-02-23,United Kingdom,iOS,paid_social,25-34,casual
U01385,2026-01-24,India,Android,paid_social,25-34,competitive
U01386,2026-01-15,United States,iOS,paid_social,35-44,casual
U01387,2026-02-03,India,iOS,influencer,25-34,competitive
U01388,2026-01-20,Japan,Android,influencer,18-24,casual
U01389,2026-02-23,India,Android,referral,35-44,competitive
U01390,2026-02-24,United States,iOS,organic,35-44,casual
U01391,2026-01-19,United States,Android,influencer,18-24,casual
U01392,2026-02-01,Brazil,Android,influencer,35-44,casual
U01393,2026-03-01,United Kingdom,Android,influencer,35-44,casual
U01394,2026-02-14,United Kingdom,iOS,paid_social,18-24,casual
U01395,2026-01-13,India,iOS,organic,45-54,competitive
U01396,2026-02-05,Germany,iOS,referral,25-34,casual
U01397,2026-02-07,Canada,iOS,paid_social,35-44,collector
U01398,2026-02-09,Canada,iOS,paid_social,45-54,collector
U01399,2026-01-02,United States,iOS,paid_social,55+,casual
U01400,2026-01-18,United States,iOS,paid_social,25-34,casual
U01401,2026-02-21,United States,iOS,organic,35-44,casual
U01402,2026-01-15,Japan,Web,referral,18-24,casual
U01403,2026-01-18,Brazil,Android,referral,25-34,casual
U01404,2026-01-20,United Kingdom,iOS,paid_social,45-54,collector
U01405,2026-01-11,Canada,Web,organic,25-34,collector
U01406,2026-01-10,Brazil,iOS,influencer,45-54,casual
U01407,2026-01-21,Japan,iOS,paid_social,18-24,competitive
U01408,2026-02-22,India,Android,paid_social,18-24,competitive
U01409,2026-01-01,Germany,Android,paid_social,18-24,casual
U01410,2026-01-17,Japan,iOS,paid_social,25-34,collector
U01411,2026-01-04,United Kingdom,iOS,referral,18-24,collector
U01412,2026-02-03,United Kingdom,Android,organic,25-34,collector
U01413,2026-01-16,Japan,Android,store_feature,55+,competitive
U01414,2026-02-17,Canada,iOS,organic,35-44,casual
U01415,2026-02-05,Canada,Android,influencer,35-44,casual
U01416,2026-02-17,Canada,iOS,referral,18-24,collector
U01417,2026-02-08,United Kingdom,Android,organic,25-34,casual
U01418,2026-01-27,Germany,iOS,paid_social,35-44,casual
U01419,2026-02-21,Brazil,Web,organic,18-24,casual
U01420,2026-01-29,United Kingdom,Android,influencer,25-34,casual
U01421,2026-02-26,United States,iOS,referral,45-54,casual
U01422,2026-03-01,Japan,Android,paid_social,18-24,competitive
U01423,2026-02-05,Canada,iOS,paid_social,45-54,casual
U01424,2026-02-10,India,iOS,influencer,18-24,casual
U01425,2026-01-16,United States,Android,referral,18-24,casual
U01426,2026-02-18,Germany,Android,paid_social,18-24,competitive
U01427,2026-02-10,United Kingdom,Android,paid_social,45-54,competitive
U01428,2026-02-24,Japan,Web,organic,35-44,collector
U01429,2026-01-17,United States,iOS,referral,35-44,competitive
U01430,2026-02-17,India,iOS,paid_social,25-34,casual
U01431,2026-01-29,United Kingdom,Android,store_feature,45-54,competitive
U01432,2026-01-12,Germany,iOS,paid_social,25-34,casual
U01433,2026-01-11,United Kingdom,iOS,paid_social,25-34,competitive
U01434,2026-02-03,United States,Web,paid_social,35-44,competitive
U01435,2026-01-20,United Kingdom,Android,store_feature,35-44,casual
U01436,2026-01-07,United States,Web,paid_social,35-44,casual
U01437,2026-01-26,Canada,iOS,store_feature,18-24,competitive
U01438,2026-02-09,Brazil,iOS,organic,45-54,casual
U01439,2026-01-20,United Kingdom,Android,referral,25-34,competitive
U01440,2026-02-27,United States,Web,influencer,55+,casual
U01441,2026-02-16,United States,iOS,store_feature,25-34,competitive
U01442,2026-01-31,United States,iOS,paid_social,18-24,competitive
U01443,2026-02-26,United States,iOS,referral,25-34,casual
U01444,2026-01-26,Germany,Android,organic,25-34,casual
U01445,2026-01-09,United States,Android,organic,25-34,competitive
U01446,2026-01-03,India,Android,store_feature,45-54,casual
U01447,2026-02-26,United States,iOS,store_feature,35-44,casual
U01448,2026-02-27,United States,Android,organic,18-24,competitive
U01449,2026-02-14,Japan,Android,influencer,25-34,casual
U01450,2026-01-07,United States,iOS,paid_social,35-44,competitive
U01451,2026-01-18,United Kingdom,iOS,influencer,45-54,casual
U01452,2026-01-03,India,Android,store_feature,25-34,casual
U01453,2026-01-04,India,iOS,influencer,45-54,casual
U01454,2026-01-15,Brazil,Web,store_feature,18-24,collector
U01455,2026-02-04,United States,Android,influencer,35-44,casual
U01456,2026-01-04,Germany,iOS,referral,35-44,casual
U01457,2026-03-01,India,Android,organic,25-34,casual
U01458,2026-01-28,India,Android,paid_social,18-24,competitive
U01459,2026-01-16,United States,iOS,referral,35-44,competitive
U01460,2026-01-31,Canada,Android,organic,25-34,casual
U01461,2026-02-17,Canada,iOS,influencer,18-24,casual
U01462,2026-01-19,United States,iOS,organic,18-24,casual
U01463,2026-01-03,Brazil,Android,store_feature,35-44,competitive
U01464,2026-01-04,United States,Android,paid_social,18-24,competitive
U01465,2026-02-21,Canada,iOS,store_feature,25-34,competitive
U01466,2026-01-07,United States,iOS,influencer,55+,competitive
U01467,2026-02-08,United Kingdom,Android,paid_social,35-44,casual
U01468,2026-01-24,United States,iOS,referral,25-34,competitive
U01469,2026-02-16,United Kingdom,Web,organic,25-34,competitive
U01470,2026-01-04,United States,Android,store_feature,18-24,casual
U01471,2026-02-23,India,Web,store_feature,25-34,collector
U01472,2026-02-11,United States,iOS,organic,18-24,casual
U01473,2026-01-27,United Kingdom,Android,organic,18-24,competitive
U01474,2026-01-13,United States,iOS,paid_social,18-24,competitive
U01475,2026-02-28,United States,iOS,organic,35-44,collector
U01476,2026-01-19,United States,iOS,store_feature,18-24,casual
U01477,2026-01-30,United States,iOS,organic,18-24,collector
U01478,2026-01-24,United States,Web,influencer,45-54,casual
U01479,2026-01-14,United Kingdom,Android,influencer,18-24,casual
U01480,2026-01-25,Brazil,Android,influencer,35-44,collector
U01481,2026-01-10,United States,Android,paid_social,25-34,casual
U01482,2026-01-01,United Kingdom,Android,organic,25-34,competitive
U01483,2026-01-18,Germany,Android,store_feature,18-24,casual
U01484,2026-01-07,United States,Android,referral,18-24,collector
U01485,2026-01-25,Canada,Android,influencer,35-44,competitive
U01486,2026-02-21,United States,Android,paid_social,25-34,casual
U01487,2026-01-10,United States,iOS,organic,18-24,competitive
U01488,2026-01-01,United Kingdom,Web,influencer,25-34,casual
U01489,2026-01-07,India,iOS,store_feature,25-34,competitive
U01490,2026-01-31,India,iOS,organic,18-24,competitive
U01491,2026-01-17,India,Web,referral,25-34,competitive
U01492,2026-01-30,United Kingdom,iOS,organic,25-34,competitive
U01493,2026-01-02,United States,iOS,paid_social,35-44,competitive
U01494,2026-01-20,Canada,iOS,paid_social,35-44,competitive
U01495,2026-01-25,United States,Android,paid_social,25-34,collector
U01496,2026-01-26,United States,Web,organic,45-54,casual
U01497,2026-02-03,United States,Android,organic,25-34,casual
U01498,2026-02-16,United Kingdom,Android,paid_social,25-34,competitive
U01499,2026-01-29,Canada,Web,organic,35-44,casual
U01500,2026-02-20,United States,Android,paid_social,35-44,casual
U01501,2026-02-01,Brazil,Web,paid_social,18-24,competitive
U01502,2026-01-16,Canada,iOS,referral,55+,casual
U01503,2026-01-14,Japan,Android,referral,55+,casual
U01504,2026-01-20,United States,iOS,organic,25-34,casual
U01505,2026-02-05,United Kingdom,iOS,organic,25-34,casual
U01506,2026-01-15,United States,Android,store_feature,35-44,casual
U01507,2026-02-24,United Kingdom,iOS,store_feature,45-54,casual
U01508,2026-01-29,United States,Android,influencer,25-34,competitive
U01509,2026-02-21,United States,Android,influencer,18-24,casual
U01510,2026-02-10,Germany,iOS,referral,35-44,competitive
U01511,2026-01-21,United States,Android,influencer,18-24,collector
U01512,2026-01-14,United States,Android,paid_social,35-44,casual
U01513,2026-02-14,India,Web,store_feature,25-34,collector
U01514,2026-01-20,United States,iOS,influencer,35-44,casual
U01515,2026-01-15,Germany,Web,store_feature,18-24,competitive
U01516,2026-02-25,Germany,Android,paid_social,25-34,collector
U01517,2026-01-29,United States,Android,paid_social,35-44,competitive
U01518,2026-01-03,United Kingdom,iOS,organic,25-34,casual
U01519,2026-01-30,United States,Android,paid_social,18-24,casual
U01520,2026-01-28,Brazil,Android,store_feature,18-24,casual
U01521,2026-02-21,United States,iOS,referral,45-54,collector
U01522,2026-02-12,United States,Web,organic,25-34,casual
U01523,2026-01-12,Canada,Web,referral,35-44,casual
U01524,2026-01-10,India,Android,paid_social,25-34,casual
U01525,2026-02-06,Japan,Android,paid_social,45-54,casual
U01526,2026-01-03,India,Android,paid_social,25-34,casual
U01527,2026-01-20,Brazil,Android,paid_social,18-24,casual
U01528,2026-01-09,Brazil,Android,referral,18-24,competitive
U01529,2026-01-02,United Kingdom,iOS,referral,18-24,casual
U01530,2026-02-25,India,iOS,referral,45-54,casual
U01531,2026-01-06,United Kingdom,iOS,paid_social,35-44,casual
U01532,2026-01-01,Canada,Web,referral,35-44,casual
U01533,2026-02-25,Brazil,iOS,organic,35-44,competitive
U01534,2026-01-12,Germany,Web,paid_social,45-54,casual
U01535,2026-02-18,United States,Android,paid_social,55+,casual
U01536,2026-01-02,Canada,iOS,referral,35-44,casual
U01537,2026-01-10,Canada,Web,influencer,18-24,casual
U01538,2026-01-07,Japan,Android,organic,18-24,competitive
U01539,2026-02-12,Canada,iOS,store_feature,25-34,collector
U01540,2026-02-07,Japan,iOS,organic,35-44,casual
U01541,2026-01-29,United Kingdom,iOS,paid_social,25-34,casual
U01542,2026-01-15,Brazil,iOS,store_feature,25-34,casual
U01543,2026-01-06,United States,iOS,referral,35-44,competitive
U01544,2026-02-04,India,Android,store_feature,25-34,casual
U01545,2026-01-14,United Kingdom,iOS,store_feature,25-34,collector
U01546,2026-02-05,United States,iOS,organic,45-54,casual
U01547,2026-02-11,United States,iOS,influencer,25-34,collector
U01548,2026-02-20,United States,iOS,influencer,25-34,casual
U01549,2026-01-30,Canada,Web,paid_social,25-34,casual
U01550,2026-01-01,Brazil,iOS,organic,25-34,casual
U01551,2026-01-17,India,iOS,organic,25-34,casual
U01552,2026-02-21,Brazil,Android,store_feature,18-24,collector
U01553,2026-02-01,Germany,Web,influencer,35-44,casual
U01554,2026-02-07,United Kingdom,Android,store_feature,35-44,casual
U01555,2026-01-28,Japan,Android,paid_social,18-24,collector
U01556,2026-01-10,Japan,Web,organic,25-34,casual
U01557,2026-02-23,United States,Android,paid_social,25-34,casual
U01558,2026-02-16,India,Web,paid_social,25-34,casual
U01559,2026-03-01,Canada,iOS,organic,25-34,casual
U01560,2026-02-21,Japan,Android,organic,25-34,collector
U01561,2026-01-18,India,Web,organic,25-34,casual
U01562,2026-01-16,Brazil,Web,organic,35-44,competitive
U01563,2026-01-15,United States,Android,referral,25-34,casual
