transaction_id,user_id,timestamp,item_category,amount_usd,payment_type
T001744,U01372,2026-02-17 11:12:23,expansion,15.51,card
T001745,U01373,2026-02-10 14:24:29,currency,20.87,wallet
T001746,U01373,2026-02-13 19:08:37,booster,3.12,wallet
T001747,U01373,2026-01-27 08:49:28,currency,13.73,wallet
T001748,U01374,2026-01-26 00:14:48,cosmetic,4.46,wallet
T001749,U01374,2026-02-02 16:26:53,cosmetic,5.52,wallet
T001750,U01376,2026-03-02 17:17:37,expansion,13.72,wallet
T001751,U01376,2026-02-27 17:11:49,booster,3.16,wallet
T001752,U01376,2026-03-03 03:55:57,booster,3.72,wallet
T001753,U01376,2026-03-10 21:02:27,cosmetic,5.77,card
T001754,U01377,2026-02-27 04:48:21,cosmetic,5.19,card
T001755,U01377,2026-03-13 01:02:07,currency,11.58,card
T001756,U01382,2026-01-25 10:31:33,expansion,13.83,card
T001757,U01382,2026-02-06 23:16:52,expansion,31.29,card
T001758,U01387,2026-02-06 18:34:41,battlepass,12.53,wallet
T001759,U01387,2026-02-09 20:44:09,cosmetic,8.52,wallet
T001760,U01387,2026-03-04 07:21:04,expansion,14.04,card
T001761,U01389,2026-03-22 10:43:03,booster,5.16,card
T001762,U01389,2026-03-24 14:28:58,expansion,21.37,card
T001763,U01397,2026-02-18 13:58:48,booster,2.87,card
T001764,U01397,2026-02-22 18:19:15,currency,16.99,card
T001765,U01397,2026-02-23 23:49:22,cosmetic,4.0,card
T001766,U01398,2026-03-10 11:37:16,cosmetic,4.2,wallet
T001767,U01398,2026-03-01 21:51:51,booster,2.77,wallet
T001768,U01398,2026-03-06 12:18:58,cosmetic,6.52,card
T001769,U01398,2026-02-17 14:34:09,cosmetic,7.05,card
T001770,U01400,2026-01-28 10:35:44,currency,8.19,card
T001771,U01400,2026-02-11 09:03:28,cosmetic,5.89,card
T001772,U01400,2026-01-22 16:41:03,cosmetic,10.96,card
T001773,U01401,2026-03-02 15:17:24,cosmetic,5.14,wallet
T001774,U01401,2026-02-28 17:15:47,expansion,30.31,wallet
T001775,U01402,2026-02-11 15:15:36,cosmetic,9.24,card
T001776,U01404,2026-01-26 20:01:07,currency,11.89,card
T001777,U01405,2026-01-16 05:32:09,cosmetic,5.02,card
T001778,U01405,2026-01-14 03:17:28,currency,21.43,wallet
T001779,U01405,2026-01-16 06:33:51,battlepass,12.21,wallet
T001780,U01405,2026-01-20 18:15:04,currency,9.02,wallet
T001781,U01408,2026-03-19 06:54:42,cosmetic,10.95,card
T001782,U01408,2026-03-15 00:54:41,currency,18.83,card
T001783,U01408,2026-03-10 13:46:48,currency,15.09,wallet
T001784,U01410,2026-01-20 04:03:04,cosmetic,6.82,card
T001785,U01410,2026-02-01 10:08:07,booster,2.91,card
T001786,U01411,2026-01-30 12:59:44,expansion,16.96,wallet
T001787,U01411,2026-01-17 13:31:41,booster,5.17,card
T001788,U01411,2026-01-20 15:35:08,cosmetic,5.47,card
T001789,U01412,2026-02-15 14:48:31,currency,13.81,card
T001790,U01412,2026-02-25 21:34:04,currency,21.16,wallet
T001791,U01412,2026-02-03 00:34:33,cosmetic,9.36,wallet
T001792,U01413,2026-02-10 08:28:54,cosmetic,10.12,card
T001793,U01416,2026-03-08 11:58:26,booster,4.09,card
T001794,U01416,2026-02-25 22:44:21,battlepass,19.83,card
T001795,U01416,2026-02-27 01:02:25,expansion,31.5,card
T001796,U01416,2026-02-23 08:03:27,cosmetic,7.62,card
T001797,U01416,2026-02-25 09:22:33,cosmetic,6.13,card
T001798,U01418,2026-02-08 13:07:18,booster,3.78,card
T001799,U01418,2026-02-25 17:56:40,cosmetic,10.09,card
T001800,U01418,2026-01-27 13:59:21,cosmetic,9.1,card
T001801,U01418,2026-02-04 07:36:04,cosmetic,9.92,card
T001802,U01421,2026-03-15 04:08:54,cosmetic,7.44,card
T001803,U01421,2026-02-28 02:23:24,currency,15.43,card
T001804,U01421,2026-03-09 17:03:29,battlepass,17.96,card
T001805,U01421,2026-03-05 10:27:22,cosmetic,8.63,card
T001806,U01425,2026-02-01 00:44:13,expansion,20.47,card
T001807,U01425,2026-01-30 08:26:10,currency,21.02,wallet
T001808,U01425,2026-01-27 00:40:44,cosmetic,7.85,card
T001809,U01425,2026-02-08 11:52:19,currency,14.66,wallet
T001810,U01427,2026-02-15 08:15:34,booster,4.37,card
T001811,U01427,2026-02-19 13:32:00,booster,2.77,wallet
T001812,U01428,2026-03-19 16:02:19,booster,5.13,card
T001813,U01428,2026-03-25 09:05:02,cosmetic,4.26,wallet
T001814,U01428,2026-03-01 08:01:39,booster,2.75,wallet
T001815,U01428,2026-03-13 05:56:13,battlepass,13.43,wallet
T001816,U01429,2026-02-11 07:48:41,expansion,26.15,wallet
T001817,U01434,2026-02-17 03:13:14,booster,6.25,card
T001818,U01434,2026-02-05 00:33:22,expansion,27.53,card
T001819,U01434,2026-02-23 04:17:41,currency,19.05,card
T001820,U01434,2026-02-24 14:29:49,booster,6.17,card
T001821,U01434,2026-02-27 02:52:01,booster,5.5,card
T001822,U01442,2026-02-23 14:10:41,battlepass,21.38,card
T001823,U01442,2026-02-16 23:49:10,cosmetic,8.07,card
T001824,U01442,2026-02-01 04:51:33,battlepass,11.71,card
T001825,U01442,2026-02-21 13:46:51,booster,3.71,card
T001826,U01442,2026-02-22 01:22:01,cosmetic,8.3,card
T001827,U01442,2026-02-13 14:47:41,cosmetic,4.51,card
T001828,U01445,2026-01-30 07:27:41,cosmetic,6.04,card
T001829,U01445,2026-01-20 05:11:49,currency,20.45,card
T001830,U01445,2026-02-06 01:32:42,cosmetic,5.87,card
T001831,U01445,2026-01-09 04:46:26,cosmetic,4.21,card
T001832,U01445,2026-01-10 16:10:14,cosmetic,5.65,card
T001833,U01445,2026-02-04 09:58:02,currency,21.57,card
T001834,U01445,2026-01-14 09:07:58,expansion,22.42,card
T001835,U01445,2026-01-15 11:30:34,booster,3.3,card
T001836,U01446,2026-01-03 09:52:51,currency,18.6,card
T001837,U01448,2026-03-17 13:18:25,booster,3.54,card
T001838,U01452,2026-01-26 07:40:42,expansion,24.13,card
T001839,U01452,2026-01-28 12:17:05,currency,11.46,card
T001840,U01452,2026-01-28 08:58:16,cosmetic,9.27,card
T001841,U01452,2026-01-06 20:22:36,cosmetic,9.95,card
T001842,U01452,2026-01-19 00:23:43,cosmetic,7.91,card
T001843,U01454,2026-02-03 19:16:20,cosmetic,6.75,card
T001844,U01454,2026-02-07 02:12:14,booster,5.53,card
T001845,U01461,2026-03-01 00:13:03,booster,6.02,card
T001846,U01461,2026-03-17 23:54:59,expansion,25.75,card
T001847,U01461,2026-03-14 16:09:05,booster,2.8,card
T001848,U01461,2026-02-23 21:16:07,cosmetic,5.92,card
T001849,U01465,2026-02-22 01:18:02,cosmetic,7.0,card
T001850,U01465,2026-03-11 21:04:02,cosmetic,4.62,card
T001851,U01465,2026-02-27 19:22:00,currency,14.31,card
T001852,U01465,2026-02-26 18:28:55,cosmetic,10.82,card
T001853,U01471,2026-03-19 11:29:06,booster,6.23,card
T001854,U01471,2026-03-17 03:03:21,currency,9.29,card
T001855,U01471,2026-03-02 12:19:15,booster,5.46,card
T001856,U01474,2026-01-23 01:46:36,cosmetic,9.83,wallet
T001857,U01475,2026-03-19 07:08:19,cosmetic,9.04,card
T001858,U01475,2026-03-19 00:31:10,expansion,19.88,card
T001859,U01477,2026-02-16 20:38:32,cosmetic,4.88,wallet
T001860,U01477,2026-02-10 15:53:27,currency,13.26,card
T001861,U01477,2026-02-18 22:31:47,booster,5.41,card
T001862,U01477,2026-02-19 03:41:39,cosmetic,8.78,wallet
T001863,U01480,2026-02-10 16:23:40,cosmetic,7.96,wallet
T001864,U01482,2026-01-01 10:45:04,currency,19.56,card
T001865,U01482,2026-01-21 07:54:39,cosmetic,7.29,card
T001866,U01483,2026-01-19 12:49:40,booster,3.3,card
T001867,U01483,2026-02-04 03:17:45,expansion,14.12,card
T001868,U01484,2026-01-22 22:42:45,battlepass,14.3,wallet
T001869,U01484,2026-01-22 18:29:25,cosmetic,8.47,card
T001870,U01484,2026-01-31 19:05:54,cosmetic,5.06,wallet
T001871,U01484,2026-01-31 09:36:22,booster,5.43,card
T001872,U01487,2026-01-21 11:56:19,cosmetic,6.29,wallet
T001873,U01487,2026-01-28 05:08:47,cosmetic,10.34,card
T001874,U01489,2026-01-15 23:26:56,cosmetic,5.89,card
T001875,U01489,2026-01-08 17:01:42,currency,14.43,card
T001876,U01489,2026-01-19 23:08:30,cosmetic,7.48,card
T001877,U01489,2026-01-09 03:28:24,expansion,32.43,card
T001878,U01489,2026-02-03 15:52:41,booster,3.62,card
T001879,U01490,2026-02-06 09:28:19,cosmetic,6.92,card
T001880,U01490,2026-02-20 11:03:12,battlepass,20.5,card
T001881,U01490,2026-02-23 23:38:37,cosmetic,9.18,card
T001882,U01490,2026-02-07 23:56:13,currency,20.25,card
T001883,U01492,2026-02-16 08:03:49,cosmetic,5.58,card
T001884,U01494,2026-02-05 21:10:20,battlepass,18.74,wallet
T001885,U01494,2026-02-13 07:43:11,booster,4.46,card
T001886,U01495,2026-02-12 09:58:22,booster,4.99,wallet
T001887,U01496,2026-02-01 12:27:00,booster,2.53,wallet
T001888,U01496,2026-02-22 06:20:37,booster,5.86,wallet
T001889,U01496,2026-02-04 06:19:03,battlepass,9.43,wallet
T001890,U01501,2026-03-02 04:11:44,currency,15.87,wallet
T001891,U01502,2026-02-11 18:45:39,cosmetic,5.62,card
T001892,U01505,2026-02-07 13:23:57,expansion,16.33,card
T001893,U01507,2026-03-21 07:19:15,expansion,21.56,card
T001894,U01507,2026-03-07 07:57:35,currency,10.79,card
T001895,U01507,2026-03-19 12:48:28,currency,11.02,wallet
T001896,U01508,2026-02-03 13:34:11,expansion,17.8,card
T001897,U01508,2026-02-10 15:24:55,currency,20.09,card
T001898,U01508,2026-02-19 23:00:22,cosmetic,7.22,card
T001899,U01508,2026-02-10 17:21:27,battlepass,17.11,card
T001900,U01511,2026-01-25 01:02:52,cosmetic,9.48,wallet
T001901,U01511,2026-01-25 14:44:48,cosmetic,8.02,wallet
T001902,U01511,2026-01-28 04:02:48,booster,6.33,card
T001903,U01513,2026-02-25 11:35:56,cosmetic,8.83,card
T001904,U01516,2026-03-20 05:57:35,currency,18.26,card
T001905,U01516,2026-03-15 08:40:51,currency,13.98,card
T001906,U01517,2026-01-30 10:37:08,cosmetic,10.59,card
T001907,U01517,2026-02-23 08:37:01,battlepass,19.02,card
T001908,U01517,2026-02-03 05:41:11,cosmetic,8.77,card
T001909,U01519,2026-02-16 22:25:01,currency,11.94,card
T001910,U01519,2026-02-04 02:57:12,cosmetic,5.26,card
T001911,U01520,2026-02-18 11:44:49,cosmetic,7.12,card
T001912,U01520,2026-02-01 22:12:06,cosmetic,6.75,card
T001913,U01520,2026-02-24 14:07:46,battlepass,11.5,card
T001914,U01520,2026-02-17 23:00:20,booster,6.06,card
T001915,U01521,2026-03-12 20:06:51,cosmetic,6.8,wallet
T001916,U01521,2026-02-27 04:32:52,cosmetic,7.54,wallet
T001917,U01521,2026-03-10 20:47:50,battlepass,10.78,wallet
T001918,U01529,2026-01-24 11:07:39,cosmetic,4.12,wallet
T001919,U01532,2026-01-14 17:09:16,cosmetic,3.99,card
T001920,U01532,2026-01-19 01:10:21,currency,18.73,card
T001921,U01532,2026-01-05 16:23:40,cosmetic,7.89,wallet
T001922,U01533,2026-03-14 08:50:48,cosmetic,9.87,wallet
T001923,U01533,2026-03-21 19:36:31,cosmetic,5.52,wallet
T001924,U01533,2026-03-03 07:04:39,expansion,21.3,wallet
T001925,U01533,2026-02-27 06:41:53,currency,9.67,wallet
T001926,U01535,2026-03-02 05:36:00,cosmetic,10.74,wallet
T001927,U01535,2026-02-25 23:20:48,cosmetic,9.93,card
T001928,U01535,2026-02-23 11:54:30,cosmetic,10.59,wallet
T001929,U01536,2026-01-15 16:53:53,battlepass,12.38,card
T001930,U01538,2026-01-12 20:58:52,currency,21.32,card
T001931,U01538,2026-01-31 07:06:11,currency,13.23,card
T001932,U01538,2026-01-12 11:21:42,cosmetic,5.69,card
T001933,U01540,2026-02-08 04:41:42,cosmetic,7.03,card
T001934,U01540,2026-02-15 08:19:39,cosmetic,4.1,card
T001935,U01540,2026-02-27 09:54:45,cosmetic,5.15,wallet
T001936,U01540,2026-02-14 04:29:26,cosmetic,8.97,wallet
T001937,U01540,2026-02-25 23:25:26,cosmetic,4.5,wallet
T001938,U01540,2026-03-03 12:24:58,currency,21.04,wallet
T001939,U01541,2026-02-24 06:04:18,cosmetic,10.68,card
T001940,U01541,2026-01-30 14:29:26,booster,4.63,card
T001941,U01541,2026-02-01 05:40:23,currency,14.14,card
T001942,U01541,2026-02-21 06:03:33,currency,12.97,card
T001943,U01541,2026-02-03 10:29:41,cosmetic,5.79,card
T001944,U01543,2026-01-24 19:52:30,cosmetic,8.22,wallet
T001945,U01543,2026-01-27 21:41:01,booster,5.17,wallet
T001946,U01543,2026-01-07 18:56:07,currency,18.33,wallet
T001947,U01544,2026-03-03 15:21:41,currency,10.48,wallet
T001948,U01544,2026-02-18 02:43:23,battlepass,9.76,wallet
T001949,U01544,2026-03-04 16:17:06,currency,21.64,wallet
T001950,U01544,2026-02-17 00:04:08,booster,3.33,card
T001951,U01546,2026-03-02 01:33:13,booster,4.41,card
T001952,U01546,2026-02-08 05:20:21,battlepass,8.12,card
T001953,U01546,2026-03-03 19:36:59,cosmetic,8.71,wallet
T001954,U01547,2026-03-02 17:18:01,cosmetic,8.5,card
T001955,U01547,2026-02-18 14:16:49,cosmetic,10.44,card
T001956,U01547,2026-02-12 16:08:26,currency,8.56,card
T001957,U01547,2026-02-18 10:28:19,expansion,29.76,card
T001958,U01549,2026-02-18 03:21:47,cosmetic,7.43,card
T001959,U01549,2026-01-30 11:34:08,cosmetic,4.55,card
T001960,U01554,2026-02-13 22:40:31,booster,5.3,card
T001961,U01554,2026-02-20 11:46:58,booster,4.45,card
T001962,U01554,2026-03-05 18:01:49,currency,11.72,card
T001963,U01554,2026-02-13 22:51:31,battlepass,15.4,card
T001964,U01555,2026-01-28 12:14:07,booster,4.16,wallet
T001965,U01555,2026-02-20 15:17:22,booster,3.74,card
T001966,U01555,2026-02-02 22:22:17,expansion,32.84,wallet
T001967,U01555,2026-01-31 05:41:34,currency,13.91,wallet
T001968,U01556,2026-02-07 15:16:17,booster,5.76,card
T001969,U01556,2026-01-20 01:06:03,booster,6.05,card
T001970,U01556,2026-01-30 12:49:42,expansion,19.81,card
T001971,U01557,2026-03-17 18:24:39,cosmetic,5.78,card
T001972,U01557,2026-03-19 21:13:09,cosmetic,10.25,card
T001973,U01557,2026-03-09 17:02:41,cosmetic,6.87,card
T001974,U01559,2026-03-11 06:52:24,cosmetic,8.87,card
T001975,U01559,2026-03-30 07:32:42,booster,3.63,card
T001976,U01560,2026-02-23 14:54:59,cosmetic,4.28,card
T001977,U01560,2026-03-19 08:05:09,battlepass,15.66,card
T001978,U01562,2026-02-02 10:05:48,cosmetic,7.92,card
T001979,U01562,2026-02-05 16:13:15,cosmetic,7.13,card
T001980,U01562,2026-02-12 22:32:11,cosmetic,9.58,card
T001981,U01563,2026-02-06 14:43:22,expansion,14.51,wallet
T001982,U01563,2026-01-22 18:33:11,cosmetic,8.71,wallet
T001983,U01564,2026-03-14 06:29:52,currency,18.55,wallet
T001984,U01564,2026-03-13 20:02:18,expansion,12.33,card
T001985,U01565,2026-02-17 22:02:27,booster,5.96,wallet
T001986,U01565,2026-02-20 17:04:01,booster,3.76,card
T001987,U01565,2026-02-09 02:56:05,booster,6.14,wallet
T001988,U01568,2026-02-06 13:03:08,battlepass,21.89,card
T001989,U01568,2026-02-10 22:59:23,cosmetic,8.51,card
T001990,U01569,2026-03-10 20:08:07,booster,4.48,card
T001991,U01569,2026-03-08 12:48:55,cosmetic,6.27,wallet
T001992,U01570,2026-03-01 22:54:33,cosmetic,5.65,wallet
T001993,U01570,2026-03-28 12:33:44,expansion,28.7,wallet
T001994,U01570,2026-03-10 02:25:59,currency,10.24,wallet
T001995,U01572,2026-02-20 08:15:46,expansion,12.66,card
T001996,U01572,2026-02-13 20:52:55,cosmetic,4.41,wallet
T001997,U01572,2026-01-28 09:14:00,cosmetic,10.47,wallet
T001998,U01572,2026-02-18 09:23:20,battlepass,14.29,card
T001999,U01572,2026-02-03 10:45:10,expansion,25.27,wallet
T002000,U01572,2026-01-28 16:16:28,booster,4.57,wallet
T002001,U01574,2026-03-06 23:55:30,cosmetic,5.38,card
T002002,U01574,2026-03-13 18:55:43,cosmetic,6.06,card
T002003,U01576,2026-02-02 06:30:05,cosmetic,6.38,card
T002004,U01576,2026-02-05 10:32:13,expansion,28.81,card
T002005,U01576,2026-01-26 20:02:28,cosmetic,6.59,wallet
T002006,U01576,2026-02-07 01:31:11,booster,2.88,card
T002007,U01576,2026-02-11 20:03:41,cosmetic,8.24,wallet
T002008,U01578,2026-03-13 21:05:40,currency,16.42,wallet
T002009,U01578,2026-03-09 20:07:22,cosmetic,8.1,card
T002010,U01578,2026-03-06 00:29:51,currency,16.83,wallet
T002011,U01580,2026-03-02 08:29:06,battlepass,12.17,wallet
T002012,U01580,2026-02-08 12:55:03,cosmetic,5.1,wallet
T002013,U01582,2026-01-19 16:27:19,cosmetic,5.05,wallet
T002014,U01582,2026-02-09 04:59:31,currency,9.71,card
T002015,U01582,2026-02-11 23:59:07,cosmetic,10.37,wallet
T002016,U01582,2026-02-09 18:46:50,cosmetic,7.3,wallet
T002017,U01585,2026-02-23 18:37:54,booster,3.85,card
T002018,U01586,2026-02-07 04:48:37,currency,21.06,wallet
T002019,U01586,2026-02-09 05:51:34,cosmetic,7.29,card
T002020,U01586,2026-01-31 07:46:41,booster,4.44,wallet
T002021,U01586,2026-02-07 07:28:46,booster,5.41,wallet
T002022,U01587,2026-03-05 04:30:32,cosmetic,9.68,card
T002023,U01587,2026-02-21 08:00:04,currency,14.6,card
T002024,U01587,2026-03-15 23:20:54,cosmetic,8.67,card
T002025,U01587,2026-02-19 16:19:34,currency,11.01,card
T002026,U01588,2026-01-06 21:56:01,cosmetic,10.4,card
T002027,U01588,2026-01-09 09:00:51,booster,6.03,wallet
T002028,U01590,2026-01-09 10:12:16,battlepass,15.29,card
T002029,U01590,2026-01-28 10:28:50,booster,2.7,card
T002030,U01590,2026-01-29 06:43:38,battlepass,17.38,card
T002031,U01595,2026-02-27 10:20:14,booster,4.99,card
T002032,U01595,2026-02-12 12:52:31,battlepass,17.12,wallet
T002033,U01596,2026-01-12 01:30:57,expansion,22.83,card
T002034,U01596,2026-01-14 17:11:19,battlepass,9.82,card
T002035,U01596,2026-01-29 02:37:35,cosmetic,4.27,card
T002036,U01598,2026-03-06 10:17:07,cosmetic,6.54,wallet
T002037,U01598,2026-03-10 02:00:20,battlepass,15.69,wallet
T002038,U01599,2026-03-14 02:46:49,cosmetic,8.42,wallet
T002039,U01600,2026-03-13 14:57:31,currency,14.86,wallet
T002040,U01600,2026-03-10 21:41:24,currency,18.91,wallet
T002041,U01601,2026-01-28 20:53:28,booster,6.03,card
T002042,U01601,2026-01-31 06:02:38,cosmetic,5.79,card
T002043,U01601,2026-01-25 23:38:07,battlepass,17.57,card
T002044,U01608,2026-02-21 22:51:53,cosmetic,4.52,wallet
T002045,U01608,2026-02-18 22:33:56,expansion,32.0,card
T002046,U01608,2026-02-24 23:00:05,cosmetic,5.73,card
T002047,U01613,2026-02-27 02:05:54,currency,20.74,card
T002048,U01613,2026-02-13 05:16:55,booster,3.27,card
T002049,U01616,2026-01-20 05:54:55,battlepass,21.77,card
T002050,U01616,2026-01-17 17:39:27,booster,2.63,card
T002051,U01616,2026-01-25 22:23:13,booster,5.82,card
T002052,U01618,2026-01-31 13:34:26,currency,16.58,card
T002053,U01618,2026-02-24 00:29:21,cosmetic,6.05,card
T002054,U01618,2026-02-25 20:31:20,expansion,28.7,card
T002055,U01618,2026-02-12 13:00:49,currency,19.64,card
T002056,U01618,2026-02-22 02:04:43,booster,6.19,card
T002057,U01624,2026-01-24 09:18:28,cosmetic,8.14,card
T002058,U01624,2026-01-26 21:55:09,expansion,24.82,card
T002059,U01625,2026-03-01 17:59:00,expansion,26.41,card
T002060,U01630,2026-01-09 17:12:55,cosmetic,9.93,card
T002061,U01630,2026-01-09 22:00:38,currency,14.83,card
T002062,U01631,2026-03-05 02:19:40,battlepass,15.88,card
T002063,U01631,2026-02-13 17:09:37,cosmetic,5.43,card
T002064,U01631,2026-02-24 07:44:41,currency,15.49,card
T002065,U01633,2026-01-30 14:55:41,cosmetic,6.52,card
T002066,U01633,2026-01-31 12:06:56,currency,19.65,card
T002067,U01633,2026-01-10 12:17:31,battlepass,14.14,card
T002068,U01635,2026-01-28 07:29:33,booster,5.53,card
T002069,U01636,2026-02-26 22:04:01,cosmetic,10.67,card
T002070,U01636,2026-02-09 11:42:11,cosmetic,8.45,card
T002071,U01636,2026-02-15 02:06:38,currency,11.77,card
T002072,U01636,2026-02-08 09:10:24,cosmetic,10.7,card
T002073,U01636,2026-03-02 19:10:57,expansion,15.86,card
T002074,U01637,2026-01-16 16:24:49,expansion,14.62,card
T002075,U01637,2026-01-25 17:11:52,cosmetic,5.02,wallet
T002076,U01638,2026-02-20 16:17:26,battlepass,12.03,card
T002077,U01638,2026-02-07 03:59:04,booster,6.2,card
T002078,U01638,2026-02-12 01:29:47,cosmetic,7.79,card
T002079,U01638,2026-02-26 07:01:21,currency,17.53,wallet
T002080,U01639,2026-02-06 12:36:34,currency,21.67,card
T002081,U01639,2026-02-02 17:09:55,cosmetic,9.01,card
T002082,U01639,2026-01-26 22:30:33,cosmetic,10.74,card
T002083,U01640,2026-02-03 06:35:19,cosmetic,7.47,wallet
T002084,U01640,2026-02-12 08:41:28,cosmetic,5.65,card
T002085,U01642,2026-01-08 23:09:40,cosmetic,6.49,wallet
T002086,U01643,2026-02-16 09:16:31,booster,4.03,wallet
T002087,U01643,2026-02-11 07:08:21,booster,2.59,card
T002088,U01643,2026-02-20 04:54:09,booster,5.43,wallet
T002089,U01643,2026-02-21 02:09:14,cosmetic,8.66,card
T002090,U01646,2026-02-07 23:10:29,cosmetic,5.92,card
T002091,U01646,2026-01-26 08:58:24,currency,21.81,card
T002092,U01646,2026-02-01 06:33:25,expansion,19.3,card
T002093,U01646,2026-02-11 01:04:20,cosmetic,5.7,card
T002094,U01649,2026-03-11 03:18:58,currency,10.02,card
T002095,U01650,2026-03-09 17:10:14,booster,3.83,wallet
T002096,U01650,2026-03-17 05:26:29,cosmetic,5.92,wallet
T002097,U01650,2026-03-04 20:44:11,cosmetic,5.57,wallet
T002098,U01650,2026-02-21 23:30:48,expansion,14.34,wallet
T002099,U01653,2026-01-19 01:33:05,currency,13.15,wallet
T002100,U01654,2026-03-03 08:15:52,booster,3.51,card
T002101,U01654,2026-03-02 15:31:27,booster,6.36,card
T002102,U01660,2026-01-20 03:03:31,battlepass,13.86,card
T002103,U01662,2026-02-13 18:09:28,battlepass,19.68,card
T002104,U01662,2026-02-08 23:29:29,booster,2.4,card
T002105,U01663,2026-01-18 20:43:29,currency,18.38,card
T002106,U01663,2026-01-12 11:30:40,booster,3.22,card
T002107,U01663,2026-01-12 20:26:00,cosmetic,5.29,card
T002108,U01663,2026-01-14 08:50:19,cosmetic,8.07,card
T002109,U01663,2026-01-27 12:22:30,cosmetic,8.24,card
T002110,U01665,2026-02-25 04:02:03,cosmetic,4.76,wallet
T002111,U01665,2026-02-14 04:25:56,currency,8.52,wallet
T002112,U01665,2026-02-09 18:27:14,cosmetic,6.67,wallet
T002113,U01667,2026-02-17 11:15:07,cosmetic,6.7,card
T002114,U01668,2026-03-10 04:27:23,currency,16.64,wallet
T002115,U01668,2026-03-04 08:31:19,expansion,12.11,wallet
T002116,U01668,2026-03-05 10:01:40,cosmetic,9.14,wallet
T002117,U01668,2026-02-21 18:23:36,currency,9.02,wallet
T002118,U01668,2026-02-19 02:27:48,cosmetic,7.26,card
T002119,U01670,2026-02-21 12:01:53,booster,2.63,card
T002120,U01670,2026-02-21 00:15:28,expansion,14.87,card
T002121,U01670,2026-02-15 14:33:54,expansion,23.9,card
T002122,U01670,2026-03-12 03:20:48,booster,4.7,card
T002123,U01671,2026-03-12 17:08:20,currency,20.79,wallet
T002124,U01671,2026-03-16 01:46:28,currency,8.87,wallet
T002125,U01671,2026-03-05 13:26:18,expansion,30.16,wallet
T002126,U01672,2026-02-09 02:57:01,booster,4.3,wallet
T002127,U01672,2026-02-27 02:32:21,booster,2.49,card
T002128,U01672,2026-02-05 19:32:47,booster,3.98,wallet
T002129,U01672,2026-02-04 23:40:19,expansion,12.79,card
T002130,U01673,2026-02-02 07:44:33,booster,6.51,wallet
T002131,U01673,2026-01-26 13:13:30,booster,2.54,wallet
T002132,U01675,2026-02-21 13:18:40,cosmetic,9.25,card
T002133,U01675,2026-02-21 03:35:42,booster,5.57,wallet
T002134,U01675,2026-03-06 11:48:13,battlepass,9.37,card
T002135,U01681,2026-03-20 08:41:38,cosmetic,9.39,wallet
T002136,U01681,2026-03-11 23:54:38,booster,2.92,wallet
T002137,U01682,2026-01-11 02:31:15,cosmetic,9.47,card
T002138,U01682,2026-01-13 17:51:50,booster,4.66,card
T002139,U01684,2026-03-03 14:10:28,booster,3.78,card
T002140,U01684,2026-03-07 07:30:28,cosmetic,9.09,card
T002141,U01684,2026-03-14 09:00:07,booster,5.79,card
T002142,U01684,2026-02-26 23:59:29,expansion,25.4,card
T002143,U01687,2026-02-06 14:38:17,cosmetic,8.72,card
T002144,U01687,2026-02-21 14:37:08,cosmetic,7.32,card
T002145,U01687,2026-02-17 03:51:17,booster,5.68,card
T002146,U01689,2026-03-08 20:33:43,currency,12.35,card
T002147,U01689,2026-03-08 09:15:17,cosmetic,7.21,card
T002148,U01689,2026-03-21 06:20:36,battlepass,18.28,card
T002149,U01690,2026-01-07 16:27:53,booster,6.24,card
T002150,U01690,2026-01-22 04:56:23,cosmetic,8.64,card
T002151,U01690,2026-01-07 04:29:40,battlepass,9.4,card
T002152,U01691,2026-03-15 03:40:13,booster,2.94,wallet
T002153,U01691,2026-03-01 19:55:24,expansion,22.51,wallet
T002154,U01691,2026-02-24 05:47:44,booster,2.84,card
T002155,U01692,2026-03-06 18:42:29,cosmetic,7.83,card
T002156,U01692,2026-03-22 02:59:33,cosmetic,10.47,card
T002157,U01692,2026-03-06 18:14:36,battlepass,9.58,card
T002158,U01692,2026-02-26 05:44:37,booster,4.57,card
T002159,U01694,2026-02-06 23:59:00,currency,19.55,card
T002160,U01694,2026-02-05 15:44:47,cosmetic,9.17,wallet
T002161,U01694,2026-02-19 15:48:51,cosmetic,8.44,card
T002162,U01696,2026-02-16 12:07:20,cosmetic,9.77,card
T002163,U01696,2026-03-03 09:43:48,cosmetic,6.27,wallet
T002164,U01696,2026-03-04 20:27:55,booster,4.57,wallet
T002165,U01696,2026-02-10 23:51:00,cosmetic,5.79,wallet
T002166,U01696,2026-02-27 19:29:36,battlepass,19.35,wallet
T002167,U01698,2026-02-06 08:16:55,expansion,32.45,card
T002168,U01698,2026-01-19 19:03:54,booster,5.71,card
T002169,U01698,2026-01-18 07:08:37,battlepass,16.65,card
T002170,U01699,2026-02-07 15:41:36,cosmetic,7.16,card
T002171,U01699,2026-02-04 20:47:29,cosmetic,9.91,card
T002172,U01699,2026-01-26 03:44:20,booster,3.36,card
T002173,U01700,2026-03-16 17:26:48,battlepass,21.6,card
T002174,U01701,2026-02-06 07:20:47,currency,20.09,wallet
T002175,U01701,2026-01-20 10:53:52,expansion,29.93,wallet
T002176,U01701,2026-01-19 23:18:29,cosmetic,10.19,wallet
T002177,U01702,2026-01-31 14:49:00,cosmetic,9.63,card
